Korean,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
울퉁불퉁한,0,0,1,0,0,1,0,0,0,0
전광,1,0,1,1,0,1,0,1,0,0
달의,0,0,0,0,0,0,0,0,0,0
미치광이,1,0,1,1,0,1,0,0,0,0
점심,0,0,0,0,0,0,0,0,0,0
점심,0,0,0,0,0,0,0,0,0,0
찌르기,0,0,0,0,0,0,0,0,1,0
폐,0,0,0,0,0,0,0,0,0,0
궁상,0,0,0,0,0,1,0,0,0,0
매혹,0,0,0,0,0,1,0,0,0,0
어쩐지 기분 나쁜,0,0,1,0,0,1,0,0,0,0
밀행,0,0,0,0,0,1,0,0,0,0
숨어,0,0,0,0,0,1,0,0,0,0
감미로운,0,1,0,0,1,0,1,0,0,0
풍부한,0,0,1,0,0,1,0,1,0,0
색욕,0,1,0,0,0,1,0,0,0,0
광택,0,0,0,0,1,0,1,0,0,0
원기 왕성한,0,0,0,0,0,1,0,0,0,0
광택,0,0,0,0,0,0,1,0,0,0
튼튼한,0,0,1,0,0,0,0,0,0,0
류트,0,0,0,0,0,0,0,0,0,0
울창한,0,0,0,0,0,0,1,0,0,0
호화로운,0,0,0,0,1,0,1,0,0,0
사치,0,0,0,0,1,0,1,0,0,0
거짓말하는,1,0,1,0,0,1,0,0,0,0
림프,0,0,0,0,0,0,0,0,0,0
림프,0,0,0,0,0,0,0,0,0,0
사형,1,0,1,1,0,1,0,1,0,0
스라소니,0,0,0,0,0,0,0,0,0,0
거문고,0,0,0,0,1,0,1,0,0,0
서정시,0,0,0,0,0,0,0,0,0,0
서정적인,0,0,0,0,1,0,1,0,0,0
메이스,0,0,0,1,0,1,0,0,0,0
기계,0,0,0,0,0,0,0,0,0,1
기계,0,0,0,0,0,0,0,0,0,0
기계공,0,0,0,0,0,0,0,0,0,0
고등어,0,0,0,0,0,0,0,0,0,0
미친,1,0,1,1,0,1,0,1,0,0
부인,0,0,0,0,0,0,0,0,0,0
부인,0,0,0,0,0,0,0,0,0,0
미치게 하다,1,0,0,1,0,1,0,0,0,0
광인,1,0,0,1,0,1,0,0,0,0
광기,1,0,0,1,0,1,0,0,0,0
마피아,0,0,0,1,0,1,0,0,0,0
잡지,0,0,0,0,0,0,0,0,0,0
마술사,0,0,0,1,0,0,0,0,0,0
마젠타,0,0,0,0,0,0,0,0,0,0
변덕,0,0,1,0,0,1,0,0,0,0
마법,0,0,0,0,0,0,0,0,0,0
마법 같은,0,1,0,0,1,0,1,0,1,0
마술사,0,0,0,0,0,0,0,0,1,0
수령,0,0,0,0,0,0,0,0,0,0
연한 덩어리,0,0,0,0,0,0,0,0,0,0
고관,0,0,0,0,0,0,0,0,0,0
자석,0,0,0,0,0,0,1,0,0,1
자기,0,0,0,0,0,0,1,0,0,0
자철광,0,0,0,0,0,0,1,0,0,0
웅대,0,1,0,0,1,0,1,0,0,1
웅장한,0,1,0,0,1,0,1,0,1,1
돋보기,0,0,0,0,0,0,0,0,0,0
확대하다,0,0,0,0,0,0,0,0,0,0
크기,0,0,0,0,0,0,0,0,0,0
까치,0,0,0,0,0,0,0,0,0,0
하녀,0,0,0,0,0,0,0,0,0,0
소녀,0,0,0,0,0,0,1,0,0,0
우편,0,1,0,0,0,0,0,0,0,0
기본,0,0,0,0,0,0,1,0,0,0
본토,0,0,0,0,0,0,0,0,0,0
주류,0,0,0,0,0,0,1,0,0,1
유지,0,0,0,0,0,0,0,0,0,1
위엄 있는,0,1,0,0,1,0,1,0,1,1
위엄,0,0,0,0,0,0,1,0,0,1
주요한,0,0,0,0,0,0,1,0,0,0
다수,0,0,0,0,1,0,1,0,0,1
만들다,0,0,0,0,0,0,0,0,0,0
만드는 사람,0,0,0,0,0,0,0,0,0,0
임시 변통,0,0,0,0,0,1,0,0,0,0
구성하다,0,0,0,0,0,0,0,0,0,0
질병,0,0,0,0,0,1,0,0,0,0
불쾌,0,0,0,0,0,1,0,1,0,0
말라리아,0,0,1,1,0,1,0,1,0,0
악의 있는,1,0,1,1,0,1,0,1,0,0
부정 행위,0,0,1,0,0,1,0,0,0,0
보기 흉한 것,0,0,0,0,0,1,0,0,0,0
악의,1,0,0,1,0,1,0,0,0,0
악의 있는,1,0,1,1,0,1,0,1,0,0
유해한,1,0,1,0,0,1,0,0,0,0
강한 악의,0,0,0,1,0,1,0,1,0,0
악의 있는,1,0,0,1,0,1,0,0,0,0
쇼핑 센터,0,0,0,0,0,0,0,0,0,0
온순한,0,0,0,0,0,0,0,0,0,0
망치,0,0,0,0,0,0,0,0,0,0
부정 요법,1,0,0,0,0,1,0,0,0,0
엄마,0,0,0,0,0,0,0,0,0,1
포유 동물,0,0,0,0,0,0,0,0,0,0
거대한,0,0,0,0,0,0,0,0,0,0
관리하다,0,0,0,0,0,0,1,0,0,1
관리,0,0,0,0,0,0,1,0,0,1
관리자,0,0,0,0,0,0,0,0,0,0
만다무스,0,0,0,1,0,1,0,0,0,0
만다린 오렌지,0,0,0,0,0,0,1,0,0,1
위임,0,0,0,0,0,0,0,0,0,0
하악,0,0,0,0,0,0,0,0,0,0
만돌린,0,0,0,0,0,0,0,0,0,0
곡괭이,0,0,0,0,0,0,0,0,0,0
갈기,0,0,0,0,0,0,0,0,0,0
운동,0,0,0,0,0,0,0,0,0,0
기동,0,0,0,0,0,0,0,0,0,0
옴,0,0,1,1,0,1,0,0,0,0
여물통,0,0,0,0,0,0,0,0,0,0
압착 롤러,1,0,1,1,0,1,0,1,0,0
망고,0,0,0,0,0,0,0,0,0,0
망고 스틴,0,0,0,0,0,0,0,0,0,0
성인,0,0,0,0,0,0,1,0,0,0
열광,0,0,0,0,0,1,0,0,0,0
미치광이,1,0,0,1,0,1,0,0,0,0
광적인,0,0,0,0,0,1,0,0,0,0
매니큐어,0,0,0,0,0,0,0,0,0,0
명백한,0,0,0,0,0,0,0,0,0,0
표명,0,0,0,1,0,0,0,0,0,0
나타난,0,0,0,0,0,0,1,0,0,0
명백하게,0,0,0,0,0,0,0,0,0,0
선언서,0,0,0,0,0,0,0,0,0,0
다양성,0,0,0,0,0,0,0,0,0,0
조종하다,0,0,0,0,0,1,0,0,0,0
시장 조작,1,0,0,1,0,1,0,0,0,0
인류,0,0,0,0,0,0,0,0,0,0
남자다운,0,0,0,0,0,0,1,0,0,0
만나,0,0,0,0,0,0,1,0,0,0
방법,0,0,0,0,0,0,0,0,0,0
매너있는,0,0,0,0,0,0,1,0,0,0
예의,0,0,0,0,0,0,1,0,0,0
장원,0,0,0,0,0,0,0,0,0,0
맨션,0,0,0,0,0,0,0,0,0,0
살인,1,0,1,1,0,1,0,1,1,0
맨틀,0,0,0,0,0,0,0,0,0,0
수동,0,0,0,0,0,0,0,0,0,1
제조,0,0,0,0,0,0,0,0,0,0
제조사,0,0,0,0,0,0,1,0,0,0
비료,0,0,1,0,0,1,0,0,0,0
원고,0,0,0,0,0,0,0,0,0,0
지도,0,0,0,0,0,0,0,0,0,0
망치다,0,0,0,0,0,1,0,0,0,0
대리석,0,0,0,0,0,0,0,0,0,0
대리석,0,0,0,0,0,0,0,0,0,0
구슬,0,0,0,0,0,0,0,0,0,0
3월,0,0,0,0,0,0,1,0,0,0
바다,0,0,0,0,0,0,0,0,0,0
여유,0,0,0,0,0,1,0,1,0,0
가장자리 가의,0,0,0,0,0,0,0,0,0,0
삼,0,0,0,0,0,0,0,0,0,0
선박,0,0,0,0,0,0,0,0,0,1
선원,0,0,0,0,0,0,0,0,0,0
해상,0,0,0,0,0,0,0,0,0,0
표시,0,0,0,0,0,0,0,0,0,0
두드러진,0,0,0,0,0,0,1,0,0,0
시장,0,0,0,0,0,0,0,0,0,0
시장성이 있는,0,0,0,0,0,0,1,0,0,0
시장,0,0,0,0,0,0,0,0,0,0
점수,0,0,0,0,0,0,0,0,0,0
말,0,0,0,0,0,0,0,0,0,0
마멀레이드,0,0,0,0,0,0,0,0,0,0
적갈색,0,0,0,0,0,1,0,0,0,0
큰 천막,0,0,0,0,0,0,0,0,0,0
후작,0,0,0,0,0,0,1,0,0,0
결혼,0,1,0,0,1,0,1,0,0,1
기혼,0,0,0,0,0,0,0,0,0,0
골수,0,0,0,0,1,0,1,0,0,1
결혼하다,0,1,0,1,1,0,1,0,1,1
습지,0,0,0,0,0,0,0,0,0,0
육군 원수,0,0,0,0,0,0,1,0,0,1
장,0,0,0,0,0,0,0,0,0,0
용감한,1,0,0,0,0,0,0,0,0,0
마틴게일,0,0,0,0,0,1,0,0,0,0
순교자,0,0,0,1,0,1,0,1,0,0
순교,0,0,0,1,0,1,0,1,0,0
마블,0,0,0,0,0,0,1,0,1,0
기이,0,0,0,0,1,0,1,0,0,0
놀랍게,0,0,0,0,1,0,1,0,0,0
남성 명사,0,0,0,0,0,0,1,0,0,0
남성다움,0,0,0,0,0,0,0,0,0,0
으깨다,0,0,0,0,0,0,0,0,0,0
마스크,0,0,0,0,0,0,0,0,0,0
마조히즘,1,0,1,1,0,1,0,0,0,0
석공,0,0,0,0,0,0,0,0,0,0
가장 무도회,0,0,0,0,0,0,0,0,0,0
대량의,0,0,0,0,0,0,0,0,0,0
대학살,1,0,1,1,0,1,0,1,0,0
마사지,0,0,0,0,1,0,1,0,0,0
엄청난,0,0,0,0,0,0,0,0,0,0
주인,0,0,0,0,0,0,1,0,0,0
지도자,0,0,0,0,0,0,0,0,0,0
걸작,0,0,0,0,1,0,1,0,0,0
지배,1,0,0,0,1,0,1,0,0,1
자위하다,0,0,0,0,0,0,0,0,0,0
수음,0,0,0,0,0,0,0,0,0,0
매트,0,0,0,0,0,0,0,0,0,0
성냥,0,0,0,0,0,0,0,0,0,0
어울리는,0,0,0,0,0,0,0,0,0,0
결혼 중매인,0,1,0,0,0,0,0,0,0,0
친구,0,0,0,0,0,0,1,0,0,1
재료,0,0,0,0,0,0,0,0,0,0
물질주의,0,0,0,0,0,1,0,0,0,0
유물론자,0,0,1,0,0,1,0,0,0,0
물질주의,0,0,0,0,0,0,0,0,0,0
유형,0,0,0,0,0,0,0,0,0,0
구체화하다,0,0,0,0,0,0,0,0,0,0
물질적으로,0,0,0,0,0,0,0,0,0,0
재료,0,0,0,0,0,0,0,0,0,0
물자,0,0,0,0,0,0,0,0,0,0
산모,0,1,0,0,0,1,1,0,0,0
임산부,0,0,0,0,0,0,0,0,0,0
매우 정확한,0,0,0,0,0,0,0,0,0,1
수학자,0,0,0,0,0,0,0,0,0,0
수학,0,0,0,0,0,0,0,0,0,0
입학,0,0,0,0,0,0,0,0,0,0
결혼,0,1,0,0,1,0,1,0,0,1
행렬,0,0,0,0,0,0,0,0,0,0
기혼 여성,0,0,0,0,0,0,1,0,0,1
매트,0,0,0,0,0,0,0,0,0,0
문제,0,0,0,0,0,0,0,0,0,0
매트 재료,0,0,0,0,0,0,0,0,0,0
짚 요,0,0,0,0,0,0,0,0,0,0
성숙,0,0,0,0,0,0,0,0,0,0
성숙함,0,0,0,0,0,0,0,0,0,0
웅장한 무덤,0,0,0,0,0,0,0,1,0,0
자주빛,0,0,0,0,0,0,0,0,0,0
격언,0,0,0,0,0,0,0,0,0,1
최고,0,0,0,0,0,0,1,0,0,0
시장,0,0,0,0,0,0,1,0,0,0
미로,0,0,0,0,0,0,0,0,0,0
벌꿀 술,0,0,0,0,0,0,0,0,0,0
목초지,0,0,0,0,0,0,1,0,0,0
식사,0,0,0,0,0,0,0,0,0,0
사행,0,0,0,0,0,0,0,0,0,0
구불구불,0,0,0,0,0,1,0,0,0,0
의미,0,0,0,0,0,0,0,0,0,0
무의미한,0,0,0,0,0,1,0,1,0,0
수단,0,0,0,0,0,0,0,0,0,0
그 동안에,0,0,0,0,0,0,0,0,0,0
흥역,0,0,1,1,0,1,0,1,0,0
측정 가능한,0,0,0,0,0,0,0,0,0,0
측정하다,0,0,0,0,0,0,0,0,0,1
정확히 잰,0,0,0,0,0,0,1,0,0,1
측정,0,0,0,0,0,0,0,0,0,0
자질,0,0,0,0,0,0,0,0,0,0
고기,0,0,0,0,0,0,0,0,0,0
정비공,0,0,0,0,0,0,0,0,0,0
기계적,0,0,0,0,0,0,0,0,0,0
기구,0,0,0,0,0,0,0,0,0,0
메달,0,1,0,0,1,0,1,0,1,1
큰 메달,0,0,0,0,0,0,0,0,0,0
메달리스트,0,0,0,0,0,0,0,0,0,0
간섭하다,1,0,0,0,0,1,0,0,0,0
간섭,0,0,0,0,0,0,0,0,0,0
미디어,0,0,0,0,0,0,0,0,0,0
내측,0,0,0,0,0,0,0,0,0,0
중앙값,0,0,0,0,0,0,0,0,0,0
중재하다,0,1,0,0,0,0,1,0,0,1
중개,0,0,0,0,0,0,1,0,0,0
중재인,0,1,0,0,0,0,1,0,0,1
의료,0,1,0,1,0,0,1,0,0,1
약용,0,0,0,0,0,0,0,0,0,0
약,0,0,0,0,0,0,0,0,0,0
중세의,0,0,0,0,0,0,0,0,0,0
평범한,0,0,0,0,0,1,0,0,0,0
평범,0,0,0,0,0,1,0,0,0,0
꾀하다,0,1,0,0,1,0,1,0,0,1
심사 숙고,0,0,0,0,0,0,0,0,0,0
명상적인,0,0,0,0,0,0,0,0,0,0
지중해,0,0,0,0,0,0,1,0,0,0
중간,0,0,0,0,0,0,0,0,0,0
그러 모은,0,0,0,0,0,0,1,0,0,0
순한,0,0,0,0,0,0,0,1,0,0
만나다,0,0,0,0,0,0,0,0,0,0
회의,0,0,0,0,0,0,0,0,0,0
우울한,0,0,0,0,0,1,0,1,0,0
우울,0,0,0,0,0,1,0,1,0,0
난투,0,0,0,1,0,1,0,0,0,0
멜로디,0,0,0,0,0,0,0,0,0,0
멜로 드라마,1,0,0,0,0,1,0,1,0,0
멜로 드라마틱한,0,0,0,0,0,0,0,0,0,0
멜로디,0,0,0,0,0,0,0,0,0,0
녹다,0,0,0,0,0,0,0,0,0,0
붕괴,0,0,0,0,0,1,0,1,0,0
녹는,0,0,0,0,0,0,0,0,0,0
회원,0,0,0,0,0,0,0,0,0,0
막,0,0,0,0,0,0,0,0,0,0
기념물,0,0,0,0,0,0,1,0,0,0
메모,0,0,0,0,0,0,0,0,0,0
회상록,0,0,0,0,0,0,0,0,0,0
기념품,0,0,0,0,0,0,0,0,0,0
기억에 남는,0,0,0,0,1,0,1,0,1,1
각서,0,0,0,0,0,0,0,0,0,0
기념물,0,0,0,0,0,0,0,0,0,0
기록,0,0,0,0,0,0,0,1,0,0
암기하다,0,0,0,0,0,0,0,0,0,0
메모리,0,0,0,0,0,0,0,0,0,0
위협,1,0,0,1,0,1,0,0,0,0
위협적인,1,0,0,1,0,1,0,0,0,0
동물원,0,0,0,0,0,0,0,0,0,0
수선,0,0,0,0,0,0,0,0,0,0
수선,0,0,0,0,0,0,1,0,0,0
하인,0,0,0,0,0,1,0,0,0,0
초승달 모양,0,0,0,0,0,0,0,0,0,0
월경,0,0,0,0,0,0,1,0,0,0
월경,0,0,0,0,0,0,0,0,0,0
정신적인,0,0,0,0,0,0,0,0,0,0
언급하다,0,0,0,0,0,0,0,0,0,0
멘토르,0,0,0,0,0,0,1,0,0,1
메뉴,0,0,0,0,0,0,0,0,0,0
야옹,0,0,0,0,0,0,0,0,0,0
상업,0,0,0,0,0,0,0,0,0,0
용병,0,0,0,1,0,1,0,0,0,0
상품,0,0,0,0,0,0,0,0,0,0
상인,0,0,0,0,0,0,0,0,0,1
자비로운,0,0,0,0,0,0,1,0,0,0
무자비한,0,0,0,1,0,1,0,0,0,0
수은제,0,0,0,0,0,0,0,0,0,0
자비,0,0,0,0,0,0,1,0,0,0
단지,0,0,0,0,0,0,0,0,0,0
병합,0,1,0,0,0,0,1,0,0,0
자오선,0,0,0,0,0,0,0,0,0,0
자오선,0,0,0,0,0,0,0,0,0,0
장점,0,0,0,0,0,0,1,0,0,1
가치 있는,0,0,0,0,1,0,1,0,0,1
인어,0,0,0,0,0,0,0,0,0,0
명랑한 소동,0,0,0,0,1,0,1,0,1,0
즐거운,0,0,0,0,1,0,1,0,0,0
메사,0,0,0,0,0,0,0,0,0,0
망사,0,0,0,0,0,0,0,0,0,0
메쉬,0,0,0,0,0,0,0,0,0,0
넋을 놓은,0,0,0,0,0,0,0,0,0,0
엉망,0,0,1,0,0,1,0,0,0,0
메시지,0,0,0,0,0,0,0,0,0,0
전령,0,0,0,0,0,0,0,0,0,1
지저분한,0,0,1,0,0,1,0,0,0,0
대사,0,0,0,0,0,0,0,0,0,0
금속,0,0,0,0,0,0,0,0,0,0
야금,0,0,0,0,0,0,0,0,0,0
변형,0,0,0,0,0,0,0,0,0,0
은유,0,0,0,0,0,0,0,0,0,0
은유적,0,0,0,0,0,0,0,0,0,0
형이상학적,0,0,0,0,0,0,0,0,0,0
형이상학,0,0,0,0,0,0,0,0,0,0
전이,0,0,0,0,0,1,0,0,0,0
유성,0,0,0,0,0,0,0,0,0,0
유성,0,0,0,0,0,0,0,0,0,0
운석,0,0,0,0,0,0,0,0,0,0
기상,0,0,0,0,0,0,0,0,0,0
기상학,0,0,0,0,0,0,0,0,0,0
미터,0,0,0,0,0,0,0,0,0,0
메탄올,0,0,0,0,0,1,0,0,0,0
방법,0,0,0,0,0,0,0,0,0,0
질서 있는,0,0,0,0,0,0,0,0,0,0
세심한,0,0,0,0,0,0,0,0,0,0
미터법,0,0,0,0,0,0,0,0,0,0
미터법,0,0,0,0,0,0,0,0,0,0
도량형,0,0,0,0,0,0,0,0,0,0
중심지,0,0,0,0,0,0,0,0,0,0
대주교,0,0,0,0,0,0,1,0,0,0
열정,0,0,0,0,0,0,1,0,0,0
갈매기,0,0,0,0,0,0,0,0,0,0
운모,0,0,0,0,0,0,0,0,0,0
믹,0,0,0,0,0,0,0,0,0,0
미생물,0,0,0,0,0,0,0,0,0,0
미생물학,0,0,0,0,0,0,0,0,0,0
소우주,0,0,0,0,0,0,0,0,0,0
마이크로그램,0,0,0,0,0,0,0,0,0,0
마이크로미터,0,0,0,0,0,0,0,0,0,0
미크론,0,0,0,0,0,0,0,0,0,0
마이크로폰,0,0,0,0,0,0,0,0,0,0
현미경,0,0,0,0,0,0,0,0,0,1
현미경,0,0,0,0,0,0,0,0,0,0
현미경으로,0,0,0,0,0,0,0,0,0,0
현미경 사용,0,0,0,0,0,0,1,0,0,0
중반,0,0,0,0,0,0,0,0,0,0
대낮,0,0,0,0,0,0,0,0,0,0
가운데,0,0,0,0,0,0,0,0,0,0
중개자,0,0,0,0,0,0,0,0,0,0
중부 방언,0,0,0,0,0,0,0,0,0,0
자정,0,0,0,0,0,0,0,0,0,0
한가운데,0,0,0,0,0,0,0,0,0,0
한여름,0,0,0,0,0,0,0,0,0,0
중간에,0,0,0,0,0,0,0,0,0,0
산파,0,1,0,0,1,1,1,0,0,1
산파술,0,0,0,0,0,0,1,0,0,0
풍채,0,0,0,0,0,0,0,0,0,0
거대한,1,0,0,1,1,0,1,0,0,1
이주하다,0,0,0,0,0,0,0,0,0,0
이주,0,0,0,0,0,0,0,0,0,0
철새,0,0,0,0,0,0,0,0,0,0
마이크,0,0,0,0,0,0,0,0,0,0
곰팡이,0,0,1,0,0,1,0,0,0,0
마일,0,0,0,0,0,0,0,0,0,0
사용량,0,0,0,0,0,0,0,0,0,0
중요한 단계,0,0,0,0,0,0,0,0,0,0
투사,0,0,0,0,0,0,0,0,0,0
군대,0,0,0,1,0,0,0,0,0,0
시민군,1,0,0,1,0,1,0,1,0,0
우유,0,0,0,0,0,0,0,0,0,0
젖을 섞은,0,0,0,0,0,0,0,0,0,0
밀,0,1,0,0,0,0,0,0,0,0
천년기,0,0,0,0,0,0,0,0,0,0
밀리그램,0,0,0,0,0,0,0,0,0,0
밀리미터,0,0,0,0,0,0,0,0,0,0
백만,0,0,0,0,0,0,0,0,0,0
백만 장자,0,0,0,0,0,0,0,0,0,0
몸짓 광대극,0,0,0,0,0,0,1,0,0,0
흉내내다,0,0,0,0,0,0,0,0,0,0
흉내내다,0,0,0,0,0,0,0,0,0,0
흉내,0,0,0,0,0,1,0,0,1,0
정신,0,0,0,0,0,0,0,0,0,0
마음이,0,0,0,0,0,0,0,0,0,0
마음챙김,0,0,0,0,0,0,1,0,0,0
마음챙김,0,0,0,0,0,0,1,0,0,0
나의 것,0,0,0,0,0,0,0,0,0,0
갱부,0,0,0,0,0,0,0,0,0,0
광물,0,0,0,0,0,0,0,0,0,0
광물학,0,0,0,0,0,0,0,0,0,0
섞다,0,0,0,0,0,0,0,0,0,0
섞는,0,0,0,0,0,0,0,0,0,0
세밀화,0,0,0,0,0,0,0,0,0,0
소형 버스,0,0,0,0,0,0,0,0,0,0
미소,0,0,0,0,0,0,0,0,0,0
최소화,0,0,0,0,0,1,0,0,0,0
최저한의,0,0,0,0,0,1,0,0,0,0
장관,0,0,0,0,0,0,0,0,0,0
장관급,0,0,0,0,0,0,0,0,0,0
내각,0,0,0,0,1,0,1,0,0,1
미니밴,0,0,0,0,0,0,0,0,0,0
시시한 인물,0,0,0,0,0,0,0,0,0,0
미성년자,0,0,0,0,0,0,0,0,0,0
소수,0,0,0,0,0,1,0,0,0,0
시인,0,0,0,0,0,0,0,0,0,0
민트,0,0,0,0,0,0,0,0,0,0
소문자,0,0,0,0,0,0,0,0,0,0
분,0,0,0,0,0,0,0,0,0,0
사소한 점,0,0,0,0,0,0,0,0,0,0
미르,0,0,0,0,0,0,0,0,0,0
기적,0,1,0,0,1,0,1,0,1,1
기적적,0,0,0,0,1,0,1,0,1,0
신기루,0,0,0,0,0,0,0,0,0,0
진흙,0,0,1,0,0,1,0,0,0,0
거울,0,0,0,0,0,0,0,0,0,0
환락,0,0,0,0,1,0,1,0,0,0
남용,0,0,0,0,0,0,0,0,0,0
버릇 없음,1,0,1,0,0,1,0,0,1,0
유산,0,0,0,1,0,1,0,1,0,0
여러 가지 잡다한,0,0,0,0,0,0,0,0,0,0
잡록,0,0,0,0,0,0,0,0,0,0
장난,0,0,0,0,0,1,0,0,0,0
장난꾸러기,0,0,0,0,0,1,0,0,0,0
오인,1,0,1,1,0,1,0,0,0,0
비행,0,0,1,0,0,1,0,0,0,0
경범죄,0,0,0,0,0,0,0,0,0,0
비참한,1,0,1,0,0,1,0,1,0,0
비참하게,0,0,0,0,0,1,0,1,0,0
불행,1,0,1,1,0,1,0,1,0,0
불행,0,0,0,1,0,1,0,1,0,0
잘못 인도된,0,0,1,0,0,1,0,0,0,0
재난,0,0,1,1,0,1,0,1,1,0
잘못된 정보,0,0,0,0,0,0,0,0,0,0
오해,0,0,0,0,0,1,0,0,0,0
오도하다,1,0,0,1,0,1,0,0,0,1
오해의 소지가 있는,1,0,1,0,0,1,0,0,0,0
그릇된 관리,0,0,0,0,0,1,0,0,0,0
불일치,0,0,0,0,0,1,0,0,0,0
일치하지 않는,0,0,0,0,0,0,0,0,0,0
그릇된 명칭,0,0,0,0,0,1,0,0,0,0
잘못 두다,1,0,1,0,0,1,0,0,0,0
잘못된,0,0,0,0,0,1,0,0,0,0
잘못 전하다,0,0,0,0,0,1,0,0,0,0
와전,0,0,0,0,0,1,0,1,0,0
잘못 표현된,1,0,0,0,0,1,0,0,0,0
놓치다,0,0,0,0,0,0,0,0,0,0
미사일,0,0,0,1,0,0,0,0,0,0
잃어버린,0,0,0,1,0,1,0,1,0,0
사명,0,0,0,0,0,0,0,0,0,0
전도사,0,0,0,0,0,0,1,0,0,0
그릇된 진술,1,0,1,0,0,1,0,0,0,0
안개,0,0,0,0,0,0,0,0,0,0
실수,0,0,0,0,0,1,0,1,0,0
잘못된,0,0,0,1,0,1,0,0,0,0
아저씨,0,0,0,0,0,0,0,0,0,0
정부,1,0,1,0,0,1,0,0,0,0
불신,0,0,1,1,0,1,0,0,0,0
안개가 자욱한,0,0,0,0,0,0,0,0,0,0
오해하다,0,0,0,0,0,1,0,0,0,0
오해,1,0,0,0,0,1,0,1,0,0
오용,0,0,0,0,0,1,0,0,0,0
잔돈,0,0,1,0,0,1,0,0,0,0
연귀,0,0,0,0,0,0,0,0,0,0
완화,0,0,0,0,0,0,0,0,0,0
혼합,0,0,0,0,0,0,0,0,0,0
혼합,0,0,0,0,0,0,0,0,0,0
혼합물,0,0,0,0,0,0,0,0,0,0
신음 소리,0,0,0,1,0,0,0,1,0,0
해자 외호,0,0,0,0,0,0,0,0,0,1
무리,1,0,0,1,0,1,0,0,0,0
이동하는,0,1,0,0,0,0,0,0,0,0
유동성,0,0,0,0,0,0,0,0,0,0
동원,0,0,0,0,0,0,0,0,0,0
동원하다,0,0,0,0,0,0,0,0,0,0
조롱,0,0,1,0,0,1,0,0,0,0
조롱,1,0,1,0,0,1,0,1,0,0
모달,0,0,0,0,0,0,0,0,0,0
양식,0,0,0,0,0,0,0,0,0,0
방법,0,0,0,0,0,0,0,0,0,0
모델,0,0,0,0,0,0,1,0,0,0
모델러,0,0,0,0,0,0,0,0,0,0
보통의,0,0,0,0,0,0,1,0,0,0
적당히,0,0,0,0,0,0,0,0,0,0
중재,0,0,0,0,0,0,0,0,0,0
절도,0,0,0,0,0,0,0,0,0,0
중재자,0,0,0,0,0,0,1,0,0,1
현대의,0,0,0,0,0,0,0,0,0,0
모더니즘,0,0,0,0,0,0,0,0,0,0
보통의,0,0,0,0,0,0,1,0,0,1
겸손,0,0,0,0,0,0,1,0,0,0
소량,0,0,0,0,0,0,0,0,0,0
수정 가능,0,0,0,0,0,0,0,0,0,0
가감,0,0,0,0,0,0,0,0,0,0
수정,0,0,0,0,0,0,0,0,0,0
수정하다,0,0,0,0,0,0,0,0,1,0
변조하다,0,0,0,0,0,0,0,0,0,0
조정,0,0,0,0,0,0,0,0,0,0
기준 치수,0,0,0,0,0,0,0,0,0,0
계수,0,0,0,0,0,0,0,0,0,0
무굴 사람,0,0,0,0,0,0,0,0,0,0
절반,0,0,0,0,0,0,0,0,0,0
촉촉한,0,0,0,0,0,0,0,0,0,0
수분,0,0,0,0,0,0,0,0,0,0
어금니,0,0,0,0,0,0,0,0,0,0
당밀,0,0,0,0,0,0,0,0,0,0
곰팡이,0,0,0,0,0,0,0,0,0,0
성형,0,0,0,0,0,0,0,0,0,0
조형,0,0,0,0,0,0,0,0,0,0
지겨운,0,0,0,0,0,0,0,0,0,0
분자,0,0,0,0,0,0,0,0,0,0
분자,0,0,0,0,0,0,0,0,0,0
방해,1,0,1,1,0,1,0,1,0,0
녹은,0,0,0,0,0,0,0,0,0,0
순간,0,0,0,0,0,0,0,0,0,0
순간적인,0,0,0,0,0,0,0,0,0,0
지극히 중대한,0,0,0,0,0,0,0,0,0,0
기세,0,1,0,0,0,0,1,0,0,0
모나드,0,0,0,0,0,0,0,0,0,0
군주,0,0,0,0,0,0,0,0,0,0
군주국,0,0,0,0,0,0,0,0,0,0
수도원,0,0,0,0,0,0,0,0,0,0
수사,0,0,0,0,0,0,0,0,0,0
통화의,0,1,0,0,0,0,1,0,0,0
돈,1,1,0,0,1,0,1,0,1,1
수도사,0,0,0,0,0,0,1,0,0,1
원숭이,0,0,0,0,0,0,0,0,0,0
단색화,0,0,1,0,0,1,0,0,0,0
일부일처,0,0,0,0,0,0,0,0,0,1
모노그램,0,0,0,0,0,0,0,0,0,0
모노그래프,0,0,0,0,0,0,0,0,0,0
단층,0,0,0,0,0,0,0,0,0,0
독백,0,0,0,0,0,0,0,0,0,0
독점자,0,0,0,0,0,1,0,0,0,0
전매권,0,0,0,0,0,0,0,0,0,0
단음,0,0,0,0,0,0,0,0,0,0
우기,0,0,0,0,0,1,0,1,0,0
괴물,0,0,0,1,0,1,0,0,0,0
기괴,1,0,1,1,0,1,0,0,1,0
몬테,0,0,0,0,0,0,0,0,0,0
월,0,0,0,0,0,0,0,0,0,0
월간 간행물,0,0,0,0,0,0,0,0,0,0
기념물,0,0,0,0,0,0,1,0,0,0
기념비적 인,0,0,0,0,0,0,0,0,0,0
